iid,title,type,description,release_year,age_certification,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,genre_action,genre_animation,genre_comedy,genre_crime,genre_documentation,genre_drama,genre_european,genre_family,genre_fantasy,genre_history,genre_horror,genre_music,genre_reality,genre_romance,genre_scifi,genre_sport,genre_thriller,genre_war,genre_western,production_of_eu,production_of_ap,production_of_others,production_of_na
tm975765,Emicida: AmarElo - It's All for Yesterday,0,"Between scenes from his concert in São Paulo's oft-inaccessible Theatro Municipal, rapper and activist Emicida celebrates the rich legacy of Black Brazilian culture.",2020,,89,0.0,8.5,1510.0,4.381,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
tm977782,Shawn Mendes: Live in Concert,0,"In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans.",2020,PG,87,0.0,7.1,327.0,6.757,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
tm429172,The (Silent) War,0,"Northern Spain, October 1944. Several groups of guerrilla fighters, former Republican soldiers exiled in France after the end of the Spanish Civil War, infiltrate the country in order to provoke a popular uprising against General Franco's dictatorship.",2019,,123,0.0,5.5,681.0,4.766,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
tm849131,I Am Vengeance: Retaliation,0,A former special-forces soldier is given the opportunity to bring the man who betrayed his team on their final mission in Eastern Europe several years ago - to justice.,2020,R,90,0.0,3.4,3075.0,10.168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ts223098,Lugar de Mulher,1,"Four comedians from Brazil joke about sexuality, politics, religion and motherhood - and show that the woman's place is wherever she wants to be.",2019,,15,1.0,4.7,39.0,1.396,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ts221851,The Lies Within,1,Kim Seo-hui’s life is changed forever when her politician father dies in a car crash and her husband disappears – all in one day. She enters the world of politics and join hands with small-town detective Jo Tae-sik to uncover the truth when she finds out that the car crash might not have been an accident after all.,2019,,60,1.0,7.0,383.0,3.998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tm929600,Afonso Padilha: Classless,0,Brazilian comedian Afonso Padilha dives into his humble beginnings and digs out hilarious stories about his childhood in this very personal set.,2020,,63,0.0,6.8,197.0,2.426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ts222599,Queer Eye: We're in Japan!,1,"The team of Queer Eye take their gorgeous, uplifting make-over skills to the Land of the Rising Sun.",2019,TV-14,50,1.0,8.2,2608.0,1.716,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
tm977952,Fierce,0,"Talent and passion for music can take one to the very top. On the way, however, there are going to be showbiz traps.",2020,,118,0.0,5.5,1234.0,7.706,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tm824560,The Lost Okoroshi,0,"Haunted by dreams of an ancestral Okoroshi masquerade, a disillusioned security guard wakes up one morning to find himself transformed into a mute, purple spirit, in Abba Makama’s surrealist romp through the sprawling city of Lagos.",2020,,94,0.0,5.8,175.0,1.196,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tm920320,Lift Like a Girl,0,"An intimate journey into the inner life of an aspiring athlete and the female weightlifting community of Alexandria. For 4 years, Zebiba goes through victories and defeats, including major losses that shape her, as she finds her way from dust to gold.",2020,,93,0.0,7.8,213.0,1.029,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
tm466426,The Trap,0,A man returns home to Atlanta to help and turn around his family's struggling restaurant with the help of a new chicken recipe.,2019,,90,0.0,4.3,1625.0,12.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm853910,Road to Roma,0,"Director Alfonso Cuarón reflects on the childhood memories, period details and creative choices that shaped his Academy Award-winning film 'ROMA.'",2020,,73,0.0,7.7,656.0,2.964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tm898699,Larry the Cable Guy: Remain Seated,0,"Larry the Cable Guy is back to Git R Done. Remain Seated, his latest solo special, will show you why this Grammy nominated, multi-platinum recording artist, and Billboard award winner is at the top of his game. Coming to you straight from the Rialto Square Theatre in Joliet, IL to your seat at home!",2020,R,67,0.0,6.6,268.0,2.336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm854682,Asphalt Goddess,0,"Max returns to her slum turned into the vocalist of a rock band. There, the memories await, the latest news and the truths that were silent for years: Sonia is a voice that speaks from the death.",2020,,126,0.0,4.9,177.0,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tm828326,The Crystal Calls - Making The Dark Crystal: Age of Resistance,0,"Go behind the scenes with stars, puppeteers and creators as they bring Jim Henson's magical world of Thra back to life in a sweeping fantasy series.",2019,,83,0.0,7.6,534.0,9.235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm835512,The Spooky Tale of Captain Underpants Hack-a-Ween,0,"When Melvin tries to cancel Halloween, clever best friends Harold and George create their own spooky holiday -- and it's a huge success.",2019,,45,0.0,5.9,208.0,6.989,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm841239,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,0,"Aaron Paul, Vince Gilligan and other cast members, producers and crew share stories and footage from the making of ""El Camino.""",2019,PG-13,13,0.0,7.1,1415.0,2.744,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts241246,The Smart Money Woman,1,"Meet Zuri. She's living a fabulous life. Great car, gorgeous apartment, well paid job. Meet Zuri. Broken down car, an apartment she cant afford, a job she's about to lose. What's a broke girl to do. With her best friends Tami (the flighty fashion designer), Lara (the tough oil and gas executive), Adesuwa (the conservative lawyer), and Ladun (the fabulous housewife), Zuri grows a little, learns a lot and navigates her way to making better financial decisions and building wealth. This show tackles, debt, spending, the consumerist culture of the African middle class, the fear and misconceptions surrounding money and the lack of it, love, friendships, cultural and societal pressures and the roles they play in success. With each episode comes a Smart Money Lesson, there to help you work your way up the financial ladder.",2020,TV-MA,48,1.0,6.2,112.0,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ts189314,Tiffany Haddish Presents: They Ready,1,Tiffany Haddish introduces her favorite comedians in a series of stand-up performances.,2019,TV-14,23,2.0,6.5,563.0,0.961,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ts233367,Sing On! Spain,1,"Six people compete for a 30,000 euro reward by singing popular songs.",2020,TV-G,39,1.0,6.1,133.0,1.795,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
tm446480,Cemara's Family,0,"After bankruptcy, Abah and Emak must adapt to a new life with their children in a remote village.",2019,,110,0.0,7.7,787.0,3.707,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm423624,Ek Ladki Ko Dekha Toh Aisa Laga,0,Sweety has to contend with her over-enthusiastic family that wants her to get married but the ultimate truth is that her love might not find acceptance in her family and society.,2019,,121,0.0,5.6,4378.0,3.371,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ts214463,"Los Briceño, una familia todo terreno",1,"This is the story of ""La Chiqui"", the youngest daughter of a family of truckers. In this universe of trucks, where macho men, popular music, and roadside love stories rule, ""La Chiqui"" gets pregnant. Her father kicks her out of her family home, forcing her to face a world where no one believes in her because she is a woman. However, she will manage to get ahead with her job, becoming a respected woman in her guild.",2019,,46,2.0,7.8,136.0,2.754,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts89679,A Thousand Goodnights,1,"To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.",2019,,71,1.0,8.0,94.0,6.367,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm912327,The Larva Island Movie,0,"Back at home, Chuck relates the island shenanigans of his larva pals Red and Yellow to a skeptical reporter in this movie sequel to the hit cartoon.",2020,,89,0.0,5.1,655.0,71.987,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm852662,Ultras,0,An aging soccer fanatic faces down the reality of his past while struggling to give himself and a young follower very different futures.,2020,,109,0.0,6.2,4892.0,6.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tm452996,"Ken Jeong: You Complete Me, Ho",0,"In his first-ever stand-up special, Ken Jeong shares hilarious stories from his Hollywood career -- and reveals how ""The Hangover"" saved his life.",2019,,62,0.0,5.7,2402.0,4.573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts88146,Larry Charles' Dangerous World of Comedy,1,"Legendary comedy writer and director Larry Charles travels the world in search of humor in the most unusual, unexpected and dangerous places.",2019,TV-MA,59,1.0,7.3,576.0,1.513,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm889647,The Stand at Paxton County,0,A military veteran comes home to find her father harassed by a sheriff intent on confiscating the livestock on their ranch under shady pretenses.,2020,R,102,0.0,6.3,1103.0,5.838,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ts266898,A Queen Is Born,1,What happens when two godmothers decide to help aspiring drag queens and drag kings?,2020,,44,1.0,6.0,151.0,2.435,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
tm1079495,A Second Chance: Rivals!,0,"As Maddy takes on coaching a team of young twelve-year-old gymnasts, she faces up to intense city versus country rivalry, racism, cyberbullying and her own self-doubt but eventually takes the challenge head on.",2019,PG,89,0.0,4.6,394.0,7.151,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ts89363,YooHoo to the Rescue,1,"In a series of magical missions, quick-witted YooHoo and his can-do crew travel the globe to help animals in need.",2019,TV-Y,13,3.0,6.8,54.0,2.196,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm885845,Murder to Mercy - The Cyntoia Brown Story,0,"After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question.",2020,,96,0.0,6.3,2776.0,10.875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm851860,Alex Fernández: The Best Comedian in the World,0,Comic Alex Fernández performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings.,2020,,51,0.0,6.1,142.0,0.741,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tm943771,Angela's Christmas Wish,0,"A determined Angela makes a wish to reunite her family in time for Christmas, then launches a plan to find her way from Ireland to Australia.",2020,G,47,0.0,7.1,1451.0,27.407,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
tm462551,"¡Ay, mi madre!",0,"When her estranged mother suddenly dies, a woman must follow the quirky instructions laid out in the will in order to collect an important inheritance.",2019,,81,0.0,3.9,404.0,4.204,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tm840723,Ramprasad Ki Tehrvi,0,"Ramprasad's entire family gathers under one roof for 13 days after his death, to perform and observe the Hindu traditions and rituals called the tehrvi. During the course, the family’s dynamics, politics, and insecurities come out, and then they realise that the importance of people and things are only evident in retrospect.",2019,,106,0.0,7.5,5385.0,2.54,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm898773,Bulbbul,0,"A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",2020,,94,0.0,6.5,11844.0,23.407,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ts222942,Narcoworld: Dope Stories,1,Documentary series that follows police officers as they hunt out drug smugglers around the world,2019,TV-MA,40,1.0,6.6,323.0,4.774,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm908777,Thiago Ventura: POKAS,0,"In a rollicking special, Thiago Ventura jokes about life in the hood, politics and more, explaining how actions speak louder then words.",2020,,82,0.0,6.4,196.0,3.815,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tm1028083,Red Snow,0,"Red Snow is a dramatic adventure that begins when Dylan, a Gwich'in soldier from the Canadian Arctic, is caught in an ambush in Panjwayi, Afghanistan. His capture and interrogation by a Taliban Commander releases a cache of memories connected to the love and death of his Inuit cousin, Asana, and binds him closer to a Pashtun family as they escape across treacherous landscapes and through a blizzard that becomes their key to survival.",2019,,100,0.0,4.5,157.0,2.503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm938227,Dolly Parton's Christmas on the Square,0,A rich and nasty woman returns to her hometown to evict everyone but discovers the true meaning of Christmas thanks to the local townsfolk – and an actual angel. Features 14 original songs with music and lyrics by Dolly Parton!,2020,PG,98,0.0,5.2,2686.0,4.223,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
tm937265,You've Got This,0,An ad creative and a successful exec have a great marriage — until he wants to be a dad just as her star is rising. Then he brings someone new home.,2020,,111,0.0,5.8,1297.0,9.708,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
tm917999,"Rob Schneider: Asian Momma, Mexican Kids",0,"Former ""Saturday Night Live"" star Rob Schneider returns to the stage and shares his take on life, love and dinosaur dreams in this stand-up special. Ending with a surprise duet performance with his daughter, singer-songwriter Elle King, Rob talks about potty training his young daughters and his own pig potential.",2020,,44,0.0,5.5,716.0,3.231,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm832684,Los Tigres del Norte at Folsom Prison,0,The band Los Tigres del Norte visit both the male and female inmates of Folsom Prison. Inmates share their stories and how the music of Los Tigres del Norte speaks to them.,2019,,64,0.0,7.0,174.0,3.246,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
tm463038,Despite Everything,0,"Sara, Lucía, Sofía and Claudia are sisters, 4 modern women with very different personalities, who come together at their mother's funeral, after which they discover the man they've all called ""dad"" throughout their lives is not really their father. They embark on a quest to discover who their real fathers are, discovering more about themselves, their mother, and their lives.",2019,,75,0.0,5.3,4956.0,14.306,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ts213071,Sleepless Society NYCTOPHOBIA,1,Thai Horro Drama.,2019,TV-MA,46,1.0,5.6,46.0,2.664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tm845117,Tiffany Haddish: Black Mitzvah,0,"On her 40th birthday, Tiffany Haddish drops a bombastic special studded with singing, dancing and raunchy reflections on her long road to womanhood.",2019,,55,0.0,6.3,967.0,1.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm822596,Into the Beat,0,A ballerina discovers hip-hop by chance and is faced with an impossible choice: Does she pursue her family's legacy or her newfound love.,2020,,102,0.0,5.3,1345.0,7.671,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
tm844208,What the F* Is Going On?,0,"Featuring extensive interviews, this documentary takes a critical look at the gender inequality in Spain as the feminist movement aims to shift reality.",2019,,86,0.0,7.4,173.0,1.009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tm824858,Cuddle Weather,0,"After realizing that prostitutes are not entitled to the best part of love making, two sex workers form a screwy relationship as ""cuddle partners"" only to realize that they want something more.",2019,,95,0.0,6.0,413.0,3.347,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tm944631,The Three Deaths of Marisela Escobedo,0,Follows a mother's tireless crusade to jail her daughter's murderer after Mexico's justice system failed to do so.,2020,,109,0.0,8.1,1683.0,19.571,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tm843958,Rogue Warfare: The Hunt,0,The next installment of the Rogue Warfare Trilogy. Daniel has been captured and it is up to the TEAM to find him before it is to late.,2019,R,103,0.0,3.1,590.0,8.239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts225377,Taj Mahal 1989,1,"In and around Lucknow University in 1989, couples of varying ages explore the politics of love through marriage, budding romances and friendships.",2020,,34,1.0,7.4,1542.0,2.624,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tm511991,99 Songs,0,"Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey.",2019,,128,0.0,6.6,2275.0,3.039,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tm1149814,Uncovered,0,"The journalist Aluta finds herself unfolding a government conspiracy involving her father figure Frank Drake, a corrupt mine magnate.",2019,,95,0.0,4.6,24.0,0.887,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ts235689,J-Style Trip,1,Megastar Jay Chou joins his A-list friends in this globe-trotting variety show packed with music and magic tricks.,2020,TV-14,64,1.0,5.0,114.0,1.879,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tm474862,Bennett's War,0,"After surviving an IED explosion in combat overseas, a young soldier with the Army Motorcycle Unit is medically discharged with a broken back and leg. Against all odds he trains to make an impossible comeback as a motocross racer in order to support his family.",2019,PG-13,94,0.0,6.0,899.0,6.412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
tm853485,Night on Earth: Shot in the Dark,0,"This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage.",2020,,59,0.0,7.7,306.0,1.982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm849323,Shikara,0,"In 1990, 4 lakh Kashmiri Pandits (Hindus) were forced to leave their home under the threat of life. Till today, they continue to live as refugees in their own country, in small refugee camps in the city of Jammu. Vidhu Vinod Chopra's 'Shikara' follows the story of Shiv and Shanti, two Kashmiri Pandits, chronicling their survival through 30 years of exile. In the current season of hate, love is all that keeps hope alive.",2020,,118,0.0,3.3,15092.0,2.403,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
tm425944,A Land Imagined,0,A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.,2019,,95,0.0,6.2,1297.0,3.057,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
tm469432,Hating Peter Tatchell,0,"The powerful and inspiring true story of the controversial human rights campaigner whose provocative acts of civil disobedience rocked the British establishment, revolutionised attitudes to homosexuality and exposed world tyrants. As social attitudes change and history vindicates Peter's stance on gay rights, his David versus Goliath battles gradually win him status as a national treasure. The film follows Peter as he embarks on his riskiest crusade yet by seeking to disrupt the FIFA World Cup in Moscow to draw attention to the persecution of LGBT+ people in Russia and Chechnya.",2020,,91,0.0,7.6,787.0,2.761,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
tm501222,Twin Murders: The Silence of the White City,0,A cop returns to the job. A serial killer too returns to the job.,2019,,110,0.0,5.3,5307.0,11.036,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
ts251072,The Underclass,1,"After getting dropped from an elite program, a student gets tangled in the affairs of a high school gang while trying to find her own identity.",2020,TV-MA,55,1.0,6.5,64.0,2.426,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm428506,The Man Who Feels No Pain,0,"Leveraging his ability to withstand pain, a young man trains to follow in the footsteps of his martial arts hero.",2019,PG,136,0.0,7.3,7761.0,2.934,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm957903,The Boys in the Band: Something Personal,0,"Decades after his play first put gay life center stage, Mart Crowley joins the cast of the 2020 film to reflect on the story's enduring legacy.",2020,,28,0.0,7.2,362.0,2.267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm923612,Any Crybabies Around?,0,"A man is caught on live national TV naked and drunk in the middle of the sacred Namahage festival, where men dressed in ogre-like costumes visit homes to scare kids into behaving during the next year. Tasuku, a young father, is ostracized for shaming the village and its tradition and flees to Tokyo alone. Two years later, he returns to his hometown to make it up to his ex-wife and their little daughter, only to find himself faced with a very difficult situation.",2020,,106,0.0,6.0,168.0,1.529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm838705,Holiday Rush,0,"After his sudden firing, a popular radio DJ moves in with his aunt, bringing along his four spoiled children, and a plan to return to the airwaves.",2019,,94,0.0,4.9,2723.0,10.776,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ts252015,GAME ON: A Comedy Crossover Event,1,"Worlds collide in this special event featuring familiar faces, surprise cameos and stories of spirited competition from four different comedy series.",2020,TV-G,30,2.0,5.5,219.0,3.255,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm946277,Love,0,The story of a family and the various situations navigated by a husband and wife.,2020,,91,0.0,7.0,1544.0,2.055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tm973335,The Body,0,"When the body of a powerful businesswoman goes missing from the morgue, the inspector-in-charge hunts for the truth. When he questions her husband he realizes that there is much more to the case than meets the eye.",2019,,104,0.0,5.5,3321.0,3.311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tm234980,A Choo,0,"Even when they were orphans, Wang Yizhi has always been in love with Xinxin. Now older, Yizhi decides to train as a boxer before he allows himself to profess his love, but only for her to fall for a geeky computer engineer who is secretly a popular superhero. When Xinxin gets kidnapped, Yizhi must prove his love and his fighting skills to get the girl of his dreams.",2020,,101,0.0,5.5,378.0,3.187,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tm910612,The Claus Family,0,"After discovering his grandfather is Santa Claus, Jules has to help him deliver his presents all around the world. But Jules' hatred for Christmas might make that more difficult than Santa thought.",2020,,96,0.0,5.5,2022.0,6.659,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tm850382,Sillu Karupatti,0,An anthology of four romantic stories across four age groups connected by that magical thread called love.,2019,G,138,0.0,8.0,1748.0,3.546,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tm464509,K. D.,0,"As his children plot his death to claim their inheritance, an aging patriarch leaves home, befriending a spunky boy who adds direction to his life.",2019,,119,0.0,8.4,1787.0,1.848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm820116,Street Flow,0,"Noumouké, from the suburb of Paris, is about to decide which brother's foot steps to follow - the lawyer student Soulaymaan or the gangster Demba.",2019,,96,0.0,6.4,1527.0,13.211,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tm859143,Torbaaz,0,"At an Afghanistan refugee camp, an ex-army doctor seeks to bring children joy through cricket and soon realizes that the stakes go beyond the sport.",2020,,132,0.0,6.9,17892.0,2.797,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
tm918026,Sam Jay: 3 in the Morning,0,"Comedian and ""Saturday Night Live"" writer Sam Jay serves up fresh takes on relationships, travel nightmares, the audacity of white people and more.",2020,,64,0.0,6.4,520.0,3.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm918960,The Magic School Bus Rides Again: Kids in Space,0,The Magic School Bus kids blast into orbit - and onto the International Space Station - only to find themselves on the run from a giant tardigrade.,2020,,45,0.0,6.1,86.0,3.821,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ts89340,Crime Diaries: The Candidate,1,"In 1994, Mexican presidential candidate Luis Donaldo Colosio's assassination sends his dying widow racing to uncover who did it.",2019,TV-MA,42,1.0,7.5,813.0,9.173,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
ts103574,Sakho & Mangane,1,"Two cops with very different methods, solving mysterious murder cases surrounded by black magic.",2019,TV-MA,51,1.0,6.3,135.0,3.577,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ts218367,Secreto bien guardado,1,"In the summer of 1940, Amalia, a young high-class Jew discovers love with Marthin Muller, a Nazi officer.",2019,TV-MA,30,1.0,5.0,195.0,2.832,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
tm840216,Iliza Shlesinger: Unveiled,0,"Comedian Iliza Shlesinger dissects her recent wedding with riffs on screeching bachelorette parties, that creepy garter removal tradition and more.",2019,,78,0.0,6.5,1688.0,4.031,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm938048,Michelle Buteau: Welcome to Buteaupia,0,"Scene-stealing queen Michelle Buteau dazzles with real talk on relationships, parenthood, cultural differences and the government workers who adore her.",2020,,58,0.0,7.0,589.0,2.939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tm821662,Vikruthi,0,"Mistaking the sleeping passenger on his train for a drunk, a young man posts a picture of him online, unaware of his impulsive act's ugly repercussions.",2019,,123,0.0,7.4,1574.0,2.141,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm540277,Nasha Natasha,0,"Natalia Oreiro's story is absolutely unique. She is the only performer from Rio de la Plata and one of the very few Latin American performers who, despite language and cultural barriers, has become a popular symbol in such different countries as Czech Republic, Poland, Russia and Israel, This film is an attempt to uncover the phenomenon.",2020,,83,0.0,6.3,305.0,2.051,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
tm810642,Manmadhudu 2,0,"Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",2019,,155,0.0,4.8,708.0,2.4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tm946801,Just Another Christmas,0,"After taking a very nasty fall on Christmas Eve, grinchy Jorge blacks out and wakes up one year later, with no memory of the year that has passed. He soon realizes that he’s doomed to keep waking up on Christmas Eve after Christmas Eve, having to deal with the aftermath of what his other self has done the other 364 days of the year.",2020,,101,0.0,6.7,4506.0,7.195,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ts221891,Legend Quest: Masters of Myth,1,"When mythical creatures come to life, it's up to Leo Teodora, Don Andrés and Alebrije -- super-secret monster hunters -- to save the day",2019,TV-Y7,25,1.0,7.5,128.0,5.398,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
